Date,Equity
2/4/2019,"$316,250.00 "
2/5/2019,"$315,700.00 "
2/7/2019,"$316,650.00 "
2/12/2019,"$322,125.00 "
2/14/2019,"$324,175.00 "
2/15/2019,"$321,375.00 "
2/19/2019,"$322,975.00 "
2/22/2019,"$322,575.00 "
2/25/2019,"$324,725.00 "
2/27/2019,"$326,100.00 "
3/4/2019,"$322,500.00 "
3/11/2019,"$324,775.00 "
3/12/2019,"$329,550.00 "
3/15/2019,"$328,575.00 "
3/19/2019,"$330,925.00 "
3/20/2019,"$332,775.00 "
3/22/2019,"$330,025.00 "
3/25/2019,"$332,112.50 "
3/27/2019,"$336,675.00 "
3/28/2019,"$334,925.00 "
4/3/2019,"$330,800.00 "
4/8/2019,"$330,900.00 "
4/10/2019,"$331,125.00 "
4/11/2019,"$330,525.00 "
4/12/2019,"$327,775.00 "
4/15/2019,"$326,425.00 "
4/16/2019,"$325,300.00 "
4/17/2019,"$324,050.00 "
4/18/2019,"$324,475.00 "
4/22/2019,"$323,625.00 "
4/23/2019,"$322,400.00 "
4/24/2019,"$324,500.00 "
4/26/2019,"$325,525.00 "
4/30/2019,"$326,375.00 "
5/1/2019,"$325,225.00 "
5/6/2019,"$321,325.00 "
5/9/2019,"$311,550.00 "
5/10/2019,"$308,375.00 "
5/13/2019,"$299,325.00 "
5/14/2019,"$298,700.00 "
5/15/2019,"$295,050.00 "
5/20/2019,"$296,025.00 "
5/22/2019,"$294,525.00 "
5/23/2019,"$296,025.00 "
5/28/2019,"$295,587.50 "
5/29/2019,"$297,087.50 "
5/31/2019,"$292,362.50 "
6/3/2019,"$293,712.50 "
6/4/2019,"$297,462.50 "
6/5/2019,"$302,912.50 "
6/6/2019,"$300,512.50 "
6/10/2019,"$304,162.50 "
6/11/2019,"$302,887.50 "
6/12/2019,"$305,062.50 "
6/14/2019,"$303,762.50 "
6/18/2019,"$306,562.50 "
6/19/2019,"$309,587.50 "
6/21/2019,"$309,237.50 "
6/24/2019,"$309,312.50 "
7/1/2019,"$314,387.50 "
7/5/2019,"$314,237.50 "
7/11/2019,"$311,487.50 "
7/12/2019,"$310,462.50 "
7/15/2019,"$312,362.50 "
7/16/2019,"$312,387.50 "
7/18/2019,"$313,687.50 "
7/25/2019,"$316,037.50 "
7/26/2019,"$315,187.50 "
7/29/2019,"$314,037.50 "
7/30/2019,"$315,012.50 "
7/31/2019,"$308,512.50 "
8/1/2019,"$306,287.50 "
8/7/2019,"$294,187.50 "
8/13/2019,"$287,737.50 "
8/14/2019,"$279,537.50 "
8/15/2019,"$281,037.50 "
8/16/2019,"$285,525.00 "
8/20/2019,"$291,675.00 "
8/21/2019,"$290,400.00 "
8/22/2019,"$289,650.00 "
8/23/2019,"$291,150.00 "
8/26/2019,"$292,825.00 "
8/27/2019,"$292,625.00 "
8/28/2019,"$291,775.00 "
8/29/2019,"$295,525.00 "
8/30/2019,"$298,725.00 "
9/3/2019,"$299,750.00 "
9/5/2019,"$303,500.00 "
9/6/2019,"$308,675.00 "
9/10/2019,"$309,725.00 "
9/12/2019,"$313,275.00 "
9/13/2019,"$312,500.00 "
9/17/2019,"$312,300.00 "
9/18/2019,"$311,400.00 "
9/20/2019,"$307,050.00 "
9/23/2019,"$307,200.00 "
9/24/2019,"$307,450.00 "
9/25/2019,"$310,812.50 "
9/26/2019,"$309,312.50 "
9/27/2019,"$308,287.50 "
9/30/2019,"$302,512.50 "
10/1/2019,"$297,812.50 "
10/2/2019,"$299,462.50 "
10/4/2019,"$306,400.00 "
10/7/2019,"$310,050.00 "
10/8/2019,"$311,625.00 "
10/10/2019,"$316,537.50 "
10/14/2019,"$322,187.50 "
10/15/2019,"$320,687.50 "
10/16/2019,"$319,987.50 "
10/17/2019,"$318,687.50 "
10/18/2019,"$317,537.50 "
10/21/2019,"$317,162.50 "
10/22/2019,"$318,212.50 "
10/23/2019,"$319,062.50 "
10/29/2019,"$321,862.50 "
10/30/2019,"$321,562.50 "
11/5/2019,"$324,062.50 "
11/6/2019,"$323,862.50 "
11/8/2019,"$324,512.50 "
11/11/2019,"$322,512.50 "
11/12/2019,"$321,062.50 "
11/13/2019,"$318,212.50 "
11/14/2019,"$317,437.50 "
11/18/2019,"$321,787.50 "
11/19/2019,"$321,362.50 "
11/20/2019,"$321,687.50 "
11/21/2019,"$321,212.50 "
11/26/2019,"$328,362.50 "
12/3/2019,"$331,100.00 "
12/5/2019,"$334,025.00 "
12/6/2019,"$331,175.00 "
12/11/2019,"$331,300.00 "
12/13/2019,"$337,050.00 "
12/16/2019,"$334,925.00 "
12/18/2019,"$334,625.00 "
12/23/2019,"$335,175.00 "
12/24/2019,"$335,450.00 "
12/26/2019,"$335,800.00 "
12/30/2019,"$336,400.00 "
1/2/2020,"$341,550.00 "
1/6/2020,"$340,375.00 "
1/7/2020,"$339,425.00 "
1/8/2020,"$338,275.00 "
1/10/2020,"$342,125.00 "
1/13/2020,"$346,475.00 "
1/14/2020,"$346,825.00 "
1/15/2020,"$345,800.00 "
1/16/2020,"$342,725.00 "
1/22/2020,"$341,575.00 "
1/23/2020,"$337,925.00 "
1/30/2020,"$333,525.00 "
2/4/2020,"$336,600.00 "
2/6/2020,"$345,075.00 "
2/10/2020,"$345,525.00 "
2/13/2020,"$349,225.00 "
2/14/2020,"$348,300.00 "
2/21/2020,"$338,750.00 "
2/24/2020,"$344,275.00 "
2/25/2020,"$349,800.00 "
2/27/2020,"$325,600.00 "
2/28/2020,"$332,162.50 "
3/2/2020,"$335,912.50 "
3/4/2020,"$335,362.50 "
3/5/2020,"$336,862.50 "
3/10/2020,"$341,412.50 "
3/11/2020,"$343,637.50 "
3/13/2020,"$349,450.00 "
3/16/2020,"$335,550.00 "
3/17/2020,"$342,350.00 "
3/18/2020,"$344,450.00 "
3/19/2020,"$348,387.50 "
3/23/2020,"$351,512.50 "
3/24/2020,"$357,800.00 "
3/27/2020,"$353,475.00 "
3/31/2020,"$350,700.00 "
4/3/2020,"$344,350.00 "
4/6/2020,"$350,137.50 "
4/7/2020,"$359,062.50 "
4/13/2020,"$357,637.50 "
4/15/2020,"$344,637.50 "
4/16/2020,"$345,162.50 "
4/20/2020,"$344,262.50 "
4/21/2020,"$351,000.00 "
4/23/2020,"$354,750.00 "
4/24/2020,"$353,975.00 "
4/28/2020,"$359,525.00 "
5/1/2020,"$364,400.00 "
5/6/2020,"$365,062.50 "
5/7/2020,"$362,512.50 "
5/8/2020,"$366,262.50 "
5/11/2020,"$368,137.50 "
5/12/2020,"$366,762.50 "
5/18/2020,"$375,937.50 "
5/19/2020,"$386,712.50 "
5/20/2020,"$387,487.50 "
5/21/2020,"$386,987.50 "
5/22/2020,"$386,537.50 "
5/27/2020,"$379,887.50 "
5/29/2020,"$381,387.50 "
6/3/2020,"$387,587.50 "
6/4/2020,"$394,687.50 "
6/9/2020,"$393,062.50 "
6/10/2020,"$392,537.50 "
6/15/2020,"$386,887.50 "
6/18/2020,"$388,137.50 "
6/19/2020,"$381,337.50 "
6/22/2020,"$380,912.50 "
6/24/2020,"$370,362.50 "
6/26/2020,"$375,225.00 "
6/29/2020,"$376,175.00 "
6/30/2020,"$380,425.00 "
7/2/2020,"$375,800.00 "
7/8/2020,"$375,700.00 "
7/9/2020,"$377,200.00 "
7/13/2020,"$383,325.00 "
7/14/2020,"$381,875.00 "
7/17/2020,"$380,500.00 "
7/22/2020,"$379,050.00 "
7/23/2020,"$378,400.00 "
7/30/2020,"$373,300.00 "
7/31/2020,"$369,300.00 "
8/6/2020,"$374,250.00 "
8/7/2020,"$371,500.00 "
8/11/2020,"$367,000.00 "
8/14/2020,"$363,550.00 "
8/19/2020,"$362,675.00 "
8/20/2020,"$357,275.00 "
8/21/2020,"$354,575.00 "
8/25/2020,"$357,475.00 "
8/31/2020,"$357,125.00 "
9/1/2020,"$356,750.00 "
9/2/2020,"$360,525.00 "
9/3/2020,"$364,300.00 "
9/10/2020,"$371,700.00 "
9/11/2020,"$371,750.00 "
9/14/2020,"$356,775.00 "
9/15/2020,"$359,675.00 "
9/16/2020,"$358,725.00 "
9/17/2020,"$357,975.00 "
9/23/2020,"$355,825.00 "
9/24/2020,"$359,737.50 "
9/25/2020,"$363,487.50 "
9/29/2020,"$372,337.50 "
9/30/2020,"$370,237.50 "
10/2/2020,"$363,237.50 "
10/6/2020,"$365,887.50 "
10/7/2020,"$365,287.50 "
10/8/2020,"$369,037.50 "
10/9/2020,"$374,612.50 "
10/12/2020,"$369,437.50 "
10/19/2020,"$364,237.50 "
10/20/2020,"$366,512.50 "
10/21/2020,"$370,162.50 "
10/22/2020,"$369,887.50 "
10/26/2020,"$368,637.50 "
10/29/2020,"$375,612.50 "
10/30/2020,"$375,462.50 "
11/3/2020,"$379,212.50 "
11/4/2020,"$390,987.50 "
11/5/2020,"$390,712.50 "
11/6/2020,"$385,462.50 "
11/9/2020,"$374,662.50 "
11/10/2020,"$362,362.50 "
11/12/2020,"$363,862.50 "
11/13/2020,"$363,400.00 "
11/16/2020,"$368,150.00 "
11/17/2020,"$370,575.00 "
11/18/2020,"$367,825.00 "
11/19/2020,"$370,912.50 "
11/24/2020,"$374,662.50 "
11/25/2020,"$379,762.50 "
12/2/2020,"$377,537.50 "
12/8/2020,"$378,487.50 "
12/9/2020,"$372,987.50 "
12/10/2020,"$374,487.50 "
12/14/2020,"$372,825.00 "
12/15/2020,"$372,475.00 "
12/16/2020,"$378,175.00 "
12/17/2020,"$376,750.00 "
12/18/2020,"$374,450.00 "
12/21/2020,"$376,512.50 "
12/24/2020,"$379,262.50 "
12/30/2020,"$378,812.50 "
12/31/2020,"$377,312.50 "
1/4/2021,"$377,237.50 "
1/6/2021,"$382,975.00 "
1/8/2021,"$384,075.00 "
1/15/2021,"$381,775.00 "
1/19/2021,"$378,575.00 "
1/20/2021,"$382,325.00 "
1/21/2021,"$387,400.00 "
1/22/2021,"$388,550.00 "
1/26/2021,"$384,325.00 "
1/27/2021,"$386,700.00 "
1/28/2021,"$390,037.50 "
1/29/2021,"$380,687.50 "
2/1/2021,"$379,062.50 "
2/2/2021,"$384,037.50 "
2/3/2021,"$392,437.50 "
2/4/2021,"$390,112.50 "
2/5/2021,"$393,862.50 "
2/9/2021,"$399,262.50 "
2/16/2021,"$396,387.50 "
2/17/2021,"$397,887.50 "
2/22/2021,"$390,350.00 "
2/23/2021,"$385,850.00 "
2/25/2021,"$387,900.00 "
3/1/2021,"$394,812.50 "
3/2/2021,"$396,112.50 "
3/3/2021,"$397,612.50 "
3/8/2021,"$402,275.00 "
3/12/2021,"$403,625.00 "
3/18/2021,"$405,125.00 "
3/19/2021,"$407,850.00 "
3/23/2021,"$411,400.00 "
3/24/2021,"$413,587.50 "
3/25/2021,"$403,512.50 "
3/26/2021,"$407,262.50 "
3/29/2021,"$413,537.50 "
3/30/2021,"$412,662.50 "
3/31/2021,"$416,412.50 "
4/5/2021,"$428,787.50 "
4/6/2021,"$428,537.50 "
4/9/2021,"$428,787.50 "
4/16/2021,"$429,962.50 "
4/22/2021,"$436,512.50 "
4/23/2021,"$435,412.50 "
4/26/2021,"$442,462.50 "
4/28/2021,"$441,737.50 "
4/29/2021,"$439,987.50 "
5/4/2021,"$431,287.50 "
5/6/2021,"$423,062.50 "
5/10/2021,"$418,237.50 "
5/11/2021,"$423,237.50 "
5/14/2021,"$426,987.50 "
5/17/2021,"$430,062.50 "
5/18/2021,"$428,512.50 "
5/24/2021,"$432,262.50 "
5/25/2021,"$437,012.50 "
5/26/2021,"$438,487.50 "
5/28/2021,"$440,037.50 "
6/1/2021,"$438,812.50 "
6/2/2021,"$439,862.50 "
6/3/2021,"$441,362.50 "
6/9/2021,"$442,925.00 "
6/10/2021,"$441,425.00 "
6/14/2021,"$441,125.00 "
6/16/2021,"$440,775.00 "
6/22/2021,"$442,025.00 "
6/28/2021,"$439,325.00 "
7/2/2021,"$443,200.00 "
7/6/2021,"$446,350.00 "
7/8/2021,"$436,350.00 "
7/9/2021,"$432,200.00 "
7/12/2021,"$435,800.00 "
7/14/2021,"$435,600.00 "
7/16/2021,"$434,650.00 "
7/19/2021,"$438,162.50 "
7/20/2021,"$440,600.00 "
7/21/2021,"$444,350.00 "
7/22/2021,"$448,475.00 "
7/23/2021,"$446,225.00 "
7/27/2021,"$445,175.00 "
7/30/2021,"$448,262.50 "
8/2/2021,"$446,762.50 "
8/3/2021,"$441,987.50 "
8/4/2021,"$440,137.50 "
8/5/2021,"$439,312.50 "
8/9/2021,"$440,712.50 "
8/10/2021,"$439,562.50 "
8/12/2021,"$439,912.50 "
8/13/2021,"$438,187.50 "
8/19/2021,"$430,437.50 "
8/20/2021,"$428,087.50 "
8/23/2021,"$431,837.50 "
8/25/2021,"$438,937.50 "
8/26/2021,"$440,437.50 "
8/27/2021,"$441,187.50 "
8/30/2021,"$444,237.50 "
8/31/2021,"$445,062.50 "
9/3/2021,"$445,162.50 "
9/10/2021,"$431,687.50 "
9/13/2021,"$430,012.50 "
9/15/2021,"$430,812.50 "
9/16/2021,"$431,062.50 "
9/22/2021,"$432,312.50 "
9/27/2021,"$434,112.50 "
9/28/2021,"$422,762.50 "
9/30/2021,"$420,650.00 "
10/1/2021,"$421,650.00 "
10/4/2021,"$427,750.00 "
10/5/2021,"$424,350.00 "
10/6/2021,"$412,650.00 "
10/8/2021,"$401,475.00 "
10/11/2021,"$400,250.00 "
10/12/2021,"$395,862.50 "
10/13/2021,"$393,012.50 "
10/14/2021,"$394,962.50 "
10/15/2021,"$405,687.50 "
10/19/2021,"$402,187.50 "
10/21/2021,"$402,687.50 "
10/26/2021,"$405,137.50 "
10/28/2021,"$406,087.50 "
10/29/2021,"$405,237.50 "
11/1/2021,"$405,137.50 "
11/2/2021,"$410,187.50 "
11/3/2021,"$410,387.50 "
11/4/2021,"$419,037.50 "
11/8/2021,"$416,737.50 "
11/9/2021,"$418,237.50 "
11/15/2021,"$423,062.50 "
11/16/2021,"$424,762.50 "
11/17/2021,"$426,312.50 "
11/22/2021,"$423,137.50 "
11/24/2021,"$421,162.50 "
11/26/2021,"$407,212.50 "
11/30/2021,"$401,775.00 "
12/1/2021,"$401,850.00 "
12/3/2021,"$384,050.00 "
12/7/2021,"$391,575.00 "
12/8/2021,"$402,375.00 "
12/10/2021,"$402,125.00 "
12/15/2021,"$406,850.00 "
12/16/2021,"$410,450.00 "
12/17/2021,"$406,575.00 "
12/20/2021,"$410,187.50 "
12/21/2021,"$411,712.50 "
12/22/2021,"$421,412.50 "
12/29/2021,"$417,337.50 "
12/31/2021,"$412,287.50 "
1/3/2022,"$410,137.50 "
1/4/2022,"$405,862.50 "
1/7/2022,"$400,662.50 "
1/10/2022,"$404,075.00 "
1/12/2022,"$410,775.00 "
1/14/2022,"$417,312.50 "
1/20/2022,"$408,512.50 "
1/21/2022,"$410,012.50 "
1/26/2022,"$414,812.50 "
1/28/2022,"$411,737.50 "
1/31/2022,"$415,487.50 "
2/1/2022,"$423,312.50 "
2/3/2022,"$424,912.50 "
2/9/2022,"$432,237.50 "
2/10/2022,"$434,837.50 "
2/11/2022,"$438,512.50 "
2/16/2022,"$432,912.50 "
2/17/2022,"$431,312.50 "
2/18/2022,"$432,537.50 "
2/23/2022,"$419,637.50 "
2/24/2022,"$425,975.00 "
2/25/2022,"$431,737.50 "
2/28/2022,"$435,512.50 "
3/2/2022,"$441,250.00 "
3/3/2022,"$446,475.00 "
3/4/2022,"$448,512.50 "
3/8/2022,"$456,225.00 "
3/10/2022,"$456,450.00 "
3/16/2022,"$463,175.00 "
3/18/2022,"$463,575.00 "
3/23/2022,"$458,525.00 "
3/24/2022,"$459,075.00 "
3/25/2022,"$463,000.00 "
3/28/2022,"$460,200.00 "
3/30/2022,"$464,650.00 "
4/4/2022,"$470,362.50 "
4/11/2022,"$457,162.50 "
4/12/2022,"$453,787.50 "
4/14/2022,"$442,187.50 "
4/18/2022,"$444,312.50 "
4/20/2022,"$448,062.50 "
4/21/2022,"$450,712.50 "
4/25/2022,"$463,975.00 "
4/26/2022,"$465,475.00 "
4/27/2022,"$466,575.00 "
4/29/2022,"$475,050.00 "
5/4/2022,"$475,737.50 "
5/5/2022,"$470,487.50 "
5/10/2022,"$475,162.50 "
5/12/2022,"$471,112.50 "
5/13/2022,"$474,862.50 "
5/17/2022,"$471,662.50 "
5/18/2022,"$473,162.50 "
5/19/2022,"$479,112.50 "
5/20/2022,"$466,562.50 "
5/24/2022,"$459,025.00 "
5/26/2022,"$458,075.00 "
5/31/2022,"$472,850.00 "
6/3/2022,"$471,800.00 "
6/6/2022,"$467,900.00 "
6/7/2022,"$460,400.00 "
6/8/2022,"$461,900.00 "
6/9/2022,"$463,275.00 "
6/15/2022,"$467,025.00 "
6/17/2022,"$464,475.00 "
6/23/2022,"$467,400.00 "
6/24/2022,"$473,650.00 "
6/27/2022,"$486,675.00 "
6/28/2022,"$483,900.00 "
7/1/2022,"$487,650.00 "
7/5/2022,"$488,625.00 "
7/8/2022,"$481,550.00 "
7/11/2022,"$483,050.00 "
7/13/2022,"$470,075.00 "
7/18/2022,"$470,475.00 "
7/21/2022,"$473,825.00 "
7/26/2022,"$468,612.50 "
7/27/2022,"$465,812.50 "
7/28/2022,"$472,637.50 "
8/2/2022,"$474,137.50 "
8/4/2022,"$475,200.00 "
8/5/2022,"$477,075.00 "
8/9/2022,"$466,800.00 "
8/10/2022,"$459,850.00 "
8/11/2022,"$463,975.00 "
8/12/2022,"$461,350.00 "
8/15/2022,"$459,100.00 "
8/19/2022,"$451,350.00 "
8/22/2022,"$454,450.00 "
8/25/2022,"$462,350.00 "
8/26/2022,"$465,650.00 "
8/29/2022,"$470,637.50 "
9/1/2022,"$458,037.50 "
9/2/2022,"$440,637.50 "
9/7/2022,"$440,562.50 "
9/8/2022,"$446,762.50 "
9/13/2022,"$448,262.50 "
9/14/2022,"$451,225.00 "
9/15/2022,"$448,075.00 "
9/19/2022,"$451,825.00 "
9/20/2022,"$452,400.00 "
9/21/2022,"$445,962.50 "
9/23/2022,"$447,725.00 "
9/26/2022,"$445,425.00 "
9/27/2022,"$440,275.00 "
9/30/2022,"$439,800.00 "
10/3/2022,"$443,550.00 "
10/5/2022,"$454,900.00 "
10/10/2022,"$454,437.50 "
10/11/2022,"$453,487.50 "
10/13/2022,"$435,487.50 "
10/14/2022,"$434,362.50 "
10/17/2022,"$428,112.50 "
10/18/2022,"$437,787.50 "
10/19/2022,"$442,412.50 "
10/24/2022,"$447,475.00 "
10/28/2022,"$445,825.00 "
10/31/2022,"$438,825.00 "
11/1/2022,"$436,175.00 "
11/2/2022,"$430,775.00 "
11/7/2022,"$422,100.00 "
11/9/2022,"$423,600.00 "
11/10/2022,"$418,950.00 "
11/11/2022,"$427,125.00 "
11/15/2022,"$422,600.00 "
11/16/2022,"$414,700.00 "
11/17/2022,"$417,750.00 "
11/21/2022,"$415,812.50 "
11/22/2022,"$413,687.50 "
11/23/2022,"$417,437.50 "
11/25/2022,"$418,912.50 "
11/28/2022,"$420,412.50 "
11/29/2022,"$422,275.00 "
11/30/2022,"$424,475.00 "
12/1/2022,"$426,925.00 "
12/2/2022,"$424,825.00 "
12/9/2022,"$425,925.00 "
12/12/2022,"$428,412.50 "
12/13/2022,"$443,412.50 "
12/14/2022,"$449,462.50 "
12/20/2022,"$450,037.50 "
12/21/2022,"$453,787.50 "
12/22/2022,"$455,162.50 "
12/27/2022,"$454,800.00 "
12/28/2022,"$453,875.00 "
12/30/2022,"$448,375.00 "
1/4/2023,"$450,025.00 "
1/6/2023,"$450,925.00 "
1/9/2023,"$458,800.00 "
1/10/2023,"$457,100.00 "
1/12/2023,"$460,850.00 "
1/13/2023,"$452,500.00 "
1/18/2023,"$444,775.00 "
1/19/2023,"$449,250.00 "
1/20/2023,"$453,000.00 "
1/24/2023,"$459,025.00 "
1/25/2023,"$460,775.00 "
1/27/2023,"$465,837.50 "
1/30/2023,"$468,912.50 "
1/31/2023,"$470,287.50 "
2/1/2023,"$476,587.50 "
2/2/2023,"$475,712.50 "
2/6/2023,"$479,437.50 "
2/7/2023,"$485,025.00 "
2/8/2023,"$486,000.00 "
2/9/2023,"$484,650.00 "
2/10/2023,"$472,925.00 "
2/13/2023,"$476,675.00 "
2/14/2023,"$479,325.00 "
2/15/2023,"$477,150.00 "
2/16/2023,"$473,425.00 "
2/23/2023,"$467,975.00 "
2/27/2023,"$461,975.00 "
