"Date","Time","Open","High","Low","Close","Vol","OI","exHurst1","exHurst2","xh4","exHurst1","exHurst2","xh5","p","xH1","xH2","Signal","Price","BarsAgo","BuildTime","Wavelength","dZ","edge%","~Hit%","~CallStrike","~PutStrike","MaxRetDate","x_est","ZMA","Upper Band","Lower Band"
10/13/2017,17:00,42.75,43.74,42.72,43.47,667497,222493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.59,42.56,0.00,0.00
10/16/2017,17:00,43.45,44.39,43.37,43.89,520725,165521,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.65,42.68,0.00,0.00
10/17/2017,17:00,43.95,44.27,43.23,43.90,451871,101293,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.73,42.85,0.00,0.00
10/18/2017,17:00,43.96,44.35,43.71,44.05,555505,588144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.83,43.06,0.00,0.00
10/19/2017,17:00,44.05,44.18,43.07,43.30,690484,600167,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.91,43.24,0.00,0.00
10/20/2017,17:00,43.38,43.88,42.66,43.63,674142,608176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.99,43.38,0.00,0.00
10/23/2017,17:00,43.86,44.09,43.47,43.69,583563,596864,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.06,43.49,0.00,0.00
10/24/2017,17:00,43.68,44.41,43.34,44.26,709553,601728,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.14,43.61,0.00,0.00
10/25/2017,17:00,44.35,44.36,43.68,43.97,681739,603459,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.22,43.72,0.00,0.00
10/26/2017,17:00,43.98,44.65,43.70,44.43,594647,600132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.31,43.84,0.00,0.00
10/27/2017,17:00,44.59,45.99,44.04,45.69,730915,591778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.44,44.03,0.00,0.00
10/30/2017,17:00,45.95,46.25,45.54,45.94,565043,585325,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.60,44.29,0.00,0.00
10/31/2017,17:00,45.87,46.64,45.72,46.17,497295,577849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.80,44.61,0.00,0.00
11/01/2017,17:00,46.44,47.01,45.68,46.09,671038,560089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.01,44.95,0.00,0.00
11/02/2017,17:00,46.07,46.63,45.78,46.33,482846,552399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.23,45.27,0.00,0.00
11/03/2017,17:00,46.52,47.55,46.19,47.43,614159,540082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.46,45.63,0.00,0.00
11/06/2017,17:00,47.76,49.40,47.45,49.14,861713,523646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.76,46.10,0.00,0.00
11/07/2017,17:00,49.06,49.48,48.62,48.99,750187,473708,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.10,46.63,0.00,0.00
11/08/2017,17:00,48.75,49.71,48.20,48.60,919147,424295,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,47.16,0.00,0.00
11/09/2017,17:00,48.64,49.32,48.48,48.96,541296,369345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.80,47.65,0.00,0.00
11/10/2017,17:00,48.81,49.14,48.34,48.53,541296,364546,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.13,48.06,0.00,0.00
11/13/2017,17:00,48.69,48.94,48.09,48.55,631619,306712,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.43,48.38,0.00,0.00
11/14/2017,17:00,48.51,48.56,46.60,47.49,707338,240083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.67,48.55,0.00,0.00
11/15/2017,17:00,46.85,47.35,46.67,47.12,465842,128823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.84,48.58,0.00,0.00
11/16/2017,17:00,47.11,47.43,46.75,46.95,438927,579065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.96,48.48,0.00,0.00
11/17/2017,17:00,47.06,48.42,46.99,48.31,734878,587805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.08,48.37,0.00,0.00
11/20/2017,17:00,48.40,48.53,47.35,48.02,593241,596888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.18,48.27,0.00,0.00
11/21/2017,17:00,47.98,48.82,47.92,48.43,619066,592315,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.29,48.22,0.00,0.00
11/22/2017,17:00,48.72,49.75,48.63,49.62,837411,577680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.43,48.27,0.00,0.00
11/24/2017,17:00,49.65,50.65,49.35,50.55,577826,576294,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.62,48.46,0.00,0.00
11/27/2017,17:00,50.55,50.59,49.15,49.71,690078,556293,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.81,48.71,0.00,0.00
11/28/2017,17:00,49.46,49.71,49.02,49.59,546526,548443,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,48.97,0.00,0.00
11/29/2017,17:00,49.33,49.90,48.35,48.90,741564,543363,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.16,49.16,0.00,0.00
11/30/2017,17:00,49.01,49.58,48.42,49.00,685215,541417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.29,49.28,0.00,0.00
12/01/2017,17:00,49.02,50.48,48.89,49.96,685215,534868,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.43,49.38,0.00,0.00
12/04/2017,17:00,49.92,49.94,48.95,49.07,529965,523445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.55,49.45,0.00,0.00
12/05/2017,17:00,49.08,49.52,48.68,49.22,499245,510858,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.66,49.48,0.00,0.00
12/06/2017,17:00,49.05,49.17,47.47,47.56,678992,483234,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.70,49.39,0.00,0.00
12/07/2017,17:00,47.60,48.38,47.42,48.29,557325,422698,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.71,49.24,0.00,0.00
12/08/2017,17:00,48.25,49.39,48.14,48.96,681599,357318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.72,49.10,0.00,0.00
12/11/2017,17:00,48.85,49.68,48.51,49.59,606724,312042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.75,49.02,0.00,0.00
12/12/2017,17:00,49.62,50.16,48.45,48.74,826488,233823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.78,48.97,0.00,0.00
12/13/2017,17:00,49.05,49.43,48.15,48.20,658143,177617,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.79,48.90,0.00,0.00
12/14/2017,17:00,48.30,48.82,47.69,48.64,357145,502986,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.79,48.83,0.00,0.00
12/15/2017,17:00,48.75,49.07,48.55,48.89,357145,500987,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.78,48.78,0.00,0.00
12/18/2017,17:00,48.96,49.37,48.44,48.78,539953,504387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.79,48.75,0.00,0.00
12/19/2017,17:00,48.90,49.36,48.76,49.12,420784,511064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.80,48.75,0.00,0.00
12/20/2017,17:00,49.22,49.68,49.00,49.65,420844,510084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.83,48.81,0.00,0.00
12/21/2017,17:00,49.58,49.94,49.19,49.92,405320,496545,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.87,48.92,0.00,0.00
12/22/2017,17:00,49.77,50.06,49.43,50.03,324554,481977,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.94,49.08,0.00,0.00
12/26/2017,17:00,49.96,51.57,49.88,51.53,437785,484886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.05,49.34,0.00,0.00
12/27/2017,17:00,51.35,51.49,50.89,51.20,402396,481286,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.19,49.66,0.00,0.00
12/28/2017,17:00,51.09,51.50,51.00,51.40,345962,477796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.36,50.00,0.00,0.00
12/29/2017,17:00,51.47,52.07,51.38,51.98,464478,466495,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.55,50.38,0.00,0.00
01/02/2018,17:00,51.76,52.30,51.66,51.93,510313,471247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.76,50.74,0.00,0.00
01/03/2018,17:00,51.95,53.53,51.84,53.19,673859,477484,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,51.15,0.00,0.00
01/04/2018,17:00,53.52,53.77,53.15,53.57,654363,456748,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.28,51.59,0.00,0.00
01/05/2018,17:00,53.46,53.60,52.65,53.00,563036,441715,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.56,52.01,0.00,0.00
01/08/2018,17:00,53.17,53.53,52.90,53.29,616474,387896,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.83,52.39,0.00,0.00
01/09/2018,17:00,53.48,55.04,53.36,54.52,844720,347408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.13,52.78,0.00,0.00
01/10/2018,17:00,54.97,55.23,54.65,55.13,697844,306294,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.46,53.20,0.00,0.00
01/11/2018,17:00,55.06,56.33,54.99,55.36,876642,272351,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.82,53.65,0.00,0.00
01/12/2018,17:00,55.13,56.06,54.62,55.86,678727,243872,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.18,54.11,0.00,0.00
01/16/2018,17:00,55.99,56.45,54.95,55.29,867771,178620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.53,54.53,0.00,0.00
01/17/2018,17:00,55.45,55.73,54.87,55.53,427119,111986,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.86,54.89,0.00,0.00
01/18/2018,17:00,55.61,55.89,55.05,55.50,511528,612107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.17,55.19,0.00,0.00
01/19/2018,17:00,55.29,55.34,54.39,54.92,674501,623326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.43,55.39,0.00,0.00
01/22/2018,17:00,55.11,55.74,54.66,55.18,625662,633247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.66,55.51,0.00,0.00
01/23/2018,17:00,55.49,56.49,55.31,56.08,662456,632941,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.90,55.61,0.00,0.00
01/24/2018,17:00,56.03,57.66,55.95,57.22,887018,642781,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.15,55.78,0.00,0.00
01/25/2018,17:00,57.49,58.27,56.69,57.12,771758,616632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.43,56.00,0.00,0.00
01/26/2018,17:00,56.86,57.96,56.52,57.75,678186,613470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.72,56.28,0.00,0.00
01/29/2018,17:00,57.79,58.07,56.59,57.17,656168,600810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.99,56.56,0.00,0.00
01/30/2018,17:00,57.14,57.17,55.50,56.11,688380,587826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.22,56.75,0.00,0.00
01/31/2018,17:00,55.64,56.55,55.28,56.34,613258,578697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.40,56.86,0.00,0.00
02/01/2018,17:00,56.37,57.86,56.24,57.41,857572,549721,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.57,56.94,0.00,0.00
02/02/2018,17:00,57.60,57.91,56.08,57.06,857572,540626,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.74,57.02,0.00,0.00
02/05/2018,17:00,56.71,57.01,55.03,55.76,891063,509407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.86,57.01,0.00,0.00
02/06/2018,17:00,55.04,55.90,54.73,55.00,797814,472560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.92,56.88,0.00,0.00
02/07/2018,17:00,55.53,55.79,52.86,53.40,1029408,402144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.89,56.58,0.00,0.00
02/08/2018,17:00,53.31,53.70,51.88,52.76,933307,277786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.77,56.10,0.00,0.00
02/09/2018,17:00,52.04,52.38,49.68,50.81,933307,267646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.54,55.43,0.00,0.00
02/12/2018,17:00,50.73,52.44,50.71,50.90,736917,208657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.24,54.64,0.00,0.00
02/13/2018,17:00,50.96,51.34,50.00,50.80,580600,175355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.89,53.81,0.00,0.00
02/14/2018,17:00,50.59,52.51,49.81,52.21,650324,117676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.54,53.09,0.00,0.00
02/15/2018,17:00,52.32,53.25,51.33,52.95,316242,85558,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.24,52.58,0.00,0.00
02/16/2018,17:00,53.06,53.65,52.54,53.33,524971,480694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.01,52.29,0.00,0.00
02/20/2018,17:00,53.29,54.43,53.21,53.57,794481,506478,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.84,52.19,0.00,0.00
02/21/2018,17:00,53.41,53.64,52.70,53.46,466924,495317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.71,52.23,0.00,0.00
02/22/2018,17:00,53.12,54.87,52.53,54.55,592603,498650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.63,52.41,0.00,0.00
02/23/2018,17:00,54.38,55.51,54.11,55.33,447649,494261,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.63,52.72,0.00,0.00
02/26/2018,17:00,55.38,56.02,54.84,55.69,469853,496310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.68,53.15,0.00,0.00
02/27/2018,17:00,55.79,55.86,54.42,54.79,562670,485041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.77,53.57,0.00,0.00
02/28/2018,17:00,54.57,55.22,53.14,53.42,768409,482408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.83,53.88,0.00,0.00
03/01/2018,17:00,53.33,53.61,51.96,52.77,812505,476194,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.83,54.01,0.00,0.00
03/02/2018,17:00,53.12,53.38,51.91,53.03,613514,461949,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.80,54.01,0.00,0.00
03/05/2018,17:00,53.33,54.57,52.88,54.35,599266,463667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.78,53.99,0.00,0.00
03/06/2018,17:00,54.36,55.06,53.95,54.38,634953,434038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.80,53.99,0.00,0.00
03/07/2018,17:00,54.08,54.36,52.36,52.93,879119,400976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.78,53.94,0.00,0.00
03/08/2018,17:00,53.11,53.18,51.73,51.90,720510,344074,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.73,53.79,0.00,0.00
03/09/2018,17:00,52.05,53.96,51.92,53.82,659722,283297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.67,53.65,0.00,0.00
03/12/2018,17:00,53.88,54.11,52.45,53.14,537990,228921,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.62,53.52,0.00,0.00
03/13/2018,17:00,53.15,53.75,52.05,52.49,747738,180109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.56,53.37,0.00,0.00
03/14/2018,17:00,52.65,53.11,51.89,52.74,665017,144426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.48,53.23,0.00,0.00
03/15/2018,17:00,52.73,53.32,52.60,52.97,437177,502714,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.42,53.10,0.00,0.00
03/16/2018,17:00,52.96,54.32,52.86,54.13,437177,500732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.38,53.07,0.00,0.00
03/19/2018,17:00,54.02,54.16,53.17,53.85,557264,503568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.37,53.11,0.00,0.00
